STR_UNIT_NAME_VELOCITY_IMPERIAL                                 :mph
STR_NETWORK_NEED_COMPANY_PASSWORD_CAPTION                       :{WHITE}Tvrtka je zaštićena. Unesite zaporku

# Network set password
STR_COMPANY_PASSWORD_CANCEL                                     :{BLACK}Nemoj spremiti upisanu zaporku
STR_COMPANY_PASSWORD_OK                                         :{BLACK}Daj tvrtci novu zaporku
STR_COMPANY_PASSWORD_CAPTION                                    :{WHITE}Zaporka tvrtke
STR_COMPANY_PASSWORD_MAKE_DEFAULT                               :{BLACK}Inicijalna zaporka tvrtke
STR_COMPANY_PASSWORD_MAKE_DEFAULT_TOOLTIP                       :{BLACK}Uporabi zaporku ove tvrtke kao inicijalnu za nove tvrtke

STR_COMPANY_VIEW_PASSWORD                                       :{BLACK}Zaporka
STR_COMPANY_VIEW_PASSWORD_TOOLTIP                               :{BLACK}Zaštiti šifrom svoju tvrtku od korištenja od strane neovlaštenih korisnika.
STR_COMPANY_VIEW_SET_PASSWORD                                   :{BLACK}Postavi zaporku tvrtke
