STR_UNIT_NAME_VELOCITY_IMPERIAL                                 :mph
STR_ERROR_CAN_T_BUY_25_SHARE_IN_THIS                            :{WHITE}No se puede comprar el 25% de acciones...
STR_ERROR_CAN_T_SELL_25_SHARE_IN                                :{WHITE}No se puede vender el 25% de acciones...
STR_ERROR_PROTECTED                                             :{WHITE}Esta empresa es demasiado reciente como para comerciar con acciones...

STR_CONFIG_SETTING_CYCLE_SIGNAL_PBS                             :Solo señales de ruta

STR_WARNING_PASSWORD_SECURITY                                   :{YELLOW}Advertencia: Los administradores del servidor podrían ser capaces de leer cualquier texto introducido aquí.
STR_NETWORK_NEED_COMPANY_PASSWORD_CAPTION                       :{WHITE}Empresa protegida. Introduce la contraseña
STR_NETWORK_CLIENT_LIST_ADMIN_COMPANY_UNLOCK                    :Eliminar contraseña
STR_NETWORK_CLIENT_LIST_ASK_COMPANY_UNLOCK                      :{YELLOW}¿Estás seguro de que quieres eliminar la contraseña de la empresa '{COMPANY}'?

# Network set password
STR_COMPANY_PASSWORD_CANCEL                                     :{BLACK}No guardar la contraseña introducida
STR_COMPANY_PASSWORD_OK                                         :{BLACK}Asignar a la empresa una nueva contraseña
STR_COMPANY_PASSWORD_CAPTION                                    :{WHITE}Contraseña de la empresa
STR_COMPANY_PASSWORD_MAKE_DEFAULT                               :{BLACK}Contraseña por defecto de la empresa
STR_COMPANY_PASSWORD_MAKE_DEFAULT_TOOLTIP                       :{BLACK}Usa la contraseña de esta empresa para el resto de nuevas empresas

STR_COMPANY_VIEW_PASSWORD                                       :{BLACK}Contraseña
STR_COMPANY_VIEW_PASSWORD_TOOLTIP                               :{BLACK}Protege tu empresa con una contraseña para evitar que usuarios no autorizados se unan a ella
STR_COMPANY_VIEW_SET_PASSWORD                                   :{BLACK}Establecer contraseña de empresa
